source,epoch,train_loss,val_loss,val_cindex,is_best_epoch
cv_fold_0,1,3.581207513809204,0.7410125834601266,0.7069048768710767,False
cv_fold_0,2,3.578455408414205,0.7394459290163857,0.7513278609367455,False
cv_fold_0,3,3.546093781789144,0.7378136421952929,0.7705214872042492,False
cv_fold_0,4,3.550429423650106,0.7361473986080714,0.7796957991308546,False
cv_fold_0,5,3.528500278790792,0.7348254603999002,0.7835586673104781,False
cv_fold_0,6,3.513245701789856,0.7337349363735743,0.7859729599227426,False
cv_fold_0,7,3.496125340461731,0.7327774218150548,0.7845243843553839,False
cv_fold_0,8,3.476209044456482,0.7318831154278347,0.785610816030903,False
cv_fold_0,9,3.5180320739746094,0.7312180961881365,0.7864558184451955,False
cv_fold_0,10,3.506688952445984,0.7303929192679269,0.786697247706422,False
cv_fold_0,11,3.504042307535807,0.7298609222684588,0.7864558184451955,False
cv_fold_0,12,3.5008263985315957,0.7293876307351249,0.7862143891839691,False
cv_fold_0,13,3.4763954083124795,0.7285646906920842,0.7869386769676485,False
cv_fold_0,14,3.452963391939799,0.7280381517750877,0.788266537904394,True
cv_fold_0,15,3.4768295685450235,0.7270113178661891,0.7869386769676485,False
cv_fold_0,16,3.487428903579712,0.726153542314257,0.7862143891839691,False
cv_fold_0,17,3.438695549964905,0.7262884897845132,0.7870593915982617,False
cv_fold_0,18,3.4605366786321006,0.7259353433336531,0.7869386769676485,False
cv_fold_0,19,3.4297112623850503,0.7252225484166827,0.7871801062288749,False
cv_fold_1,1,3.5933916568756104,0.803529976946967,0.6250605326876514,False
cv_fold_1,2,3.5924984216690063,0.8030579762799399,0.6756658595641647,False
cv_fold_1,3,3.5640533367792764,0.8025388555867331,0.6894673123486683,False
cv_fold_1,4,3.5711960395177207,0.8020963166441236,0.698547215496368,False
cv_fold_1,5,3.5589096943537393,0.8015909339700427,0.7047215496368039,False
cv_fold_1,6,3.5500919421513877,0.8012818643024989,0.7089588377723971,False
cv_fold_1,7,3.5512909491856894,0.8007650417940957,0.7142857142857143,False
cv_fold_1,8,3.5690446297327676,0.800135383435658,0.7159806295399516,False
cv_fold_1,9,3.5342201391855874,0.7995839084897722,0.7170702179176756,False
cv_fold_1,10,3.5567182699839273,0.7990748507635934,0.7173123486682809,False
cv_fold_1,11,3.534200747807821,0.7986744863646371,0.7181598062953995,False
cv_fold_1,12,3.5350096623102822,0.7980267907891955,0.7209443099273608,False
cv_fold_1,13,3.5125391085942588,0.7972685549940381,0.7253026634382567,False
cv_fold_1,14,3.517602562904358,0.7965075373649597,0.7269975786924939,False
cv_fold_1,15,3.488001028696696,0.7958863028458186,0.7296610169491525,False
cv_fold_1,16,3.481909473737081,0.7954324722290039,0.7318401937046005,False
cv_fold_1,17,3.51184618473053,0.7947779374463217,0.7331719128329298,False
cv_fold_1,18,3.486119349797567,0.7942801117897034,0.7340193704600484,False
cv_fold_1,19,3.4764614502588906,0.7934850088187626,0.7359564164648911,False
cv_fold_1,20,3.435882846514384,0.7929686256817409,0.737772397094431,False
cv_fold_1,21,3.479550838470459,0.792083238703864,0.7411622276029056,False
cv_fold_1,22,3.4709571599960327,0.7915642252990178,0.7405569007263922,False
cv_fold_1,23,3.4754973649978638,0.7908857728753771,0.7414043583535109,False
cv_fold_1,24,3.433238943417867,0.7902645834854671,0.7433414043583535,False
cv_fold_1,25,3.4634950160980225,0.789807254076004,0.7432203389830508,False
cv_fold_1,26,3.44710636138916,0.7892308218138558,0.7452784503631962,False
cv_fold_1,27,3.4323925971984863,0.7888168028422764,0.7450363196125908,False
cv_fold_1,28,3.4690604209899902,0.7882475682667324,0.7458837772397094,False
cv_fold_1,29,3.433234214782715,0.7876583584717342,0.7460048426150121,False
cv_fold_1,30,3.4368661642074585,0.7870863514287131,0.7469733656174334,False
cv_fold_1,31,3.43888525168101,0.7864565627915518,0.7476997578692494,False
cv_fold_1,32,3.409455974896749,0.786252806016377,0.7476997578692494,False
cv_fold_1,33,3.412271022796631,0.7860121003219059,0.7473365617433414,False
cv_fold_1,34,3.4120945930480957,0.7858453725065504,0.7483050847457627,False
cv_fold_1,35,3.423301577568054,0.785582492181233,0.7484261501210654,False
cv_fold_1,36,3.4133272568384805,0.7850798428058624,0.7491525423728813,False
cv_fold_1,37,3.3900522788365683,0.7846172741481237,0.7483050847457627,False
