mean_cindex,std_cindex,min_cindex,max_cindex,mean_selective_auc,mean_risk_std,pooled_cindex,pooled_ci_low,pooled_ci_high,folds
0.7629156992247283,0.025984447805390786,0.7254267977237455,0.7911111111111111,0.816260550510173,0.36976907343523846,0.7439861404322595,0.7215032773381612,0.7668994417996333,5
