mean_cindex,std_cindex,min_cindex,max_cindex,mean_selective_auc,mean_risk_std,pooled_cindex,pooled_ci_low,pooled_ci_high,folds
0.7652747398090322,0.019632518123005545,0.7327987584066218,0.7837426900584795,0.7839862191654718,0.41146332643837696,0.7594124830778843,0.7381119429335751,0.7805359037564208,5
