fold,c_index,selective_auc,mean_risk_std,n_patients,n_events
0,0.7746542224221298,0.7862910252787007,0.3905071494351447,175,89
1,0.7837426900584795,0.8119438619451069,0.36109956931421366,175,89
2,0.7627257799671593,0.7626187150280151,0.5279409340356199,175,89
3,0.7327987584066218,0.7957464587405021,0.3844833505236995,175,89
4,0.77245224819077,0.7633310348350343,0.39328562888320673,175,89
