mean_cindex,std_cindex,min_cindex,max_cindex,mean_selective_auc,mean_risk_std,pooled_cindex,pooled_ci_low,pooled_ci_high,folds
0.7575032995646351,0.01875128854778476,0.727366787377134,0.7755555555555556,0.8013758555622645,0.010064550488921149,0.7551571035018129,0.7319825634932003,0.7771275253110212,5
